REPORTING YEAR,INSTITUTION OR ORGANIZATION,TYPE OF INSTITUTION OR ORGANIZATION,CITY,STATE,CREDIT CARD ISSUER,STATUS,IN EFFECT AS OF BEGINNING OF NEXT YEAR,TOTAL OPEN ACCOUNTS AS OF END OF REPORTING YEAR,PAYMENTS BY ISSUER,NEW ACCOUNTS OPENED IN REPORTING YEAR
2016,Board of Regents of the University of Oklahoma,University,Norman,OK,Bank of America,Same,Yes,857,0,0
2016,Brandeis University,University,Waltham,MA,Bank of America,Same,Yes,1075,23259.21,3
2016,Brown Alumni Association,Alumni Association,Providence,RI,Bank of America,Same,Yes,6909,192100,279
2016,California Alumni Association,Alumni Association,Berkeley,CA,Bank of America,Amended,Yes,17892,1317446.47,1269
2016,Central Michigan University,University,Mount Pleasant,MI,Bank of America,Same,Yes,241,150000,1
2016,Clemson Alumni Association,Alumni Association,Clemson,SC,Bank of America,Same,Yes,11052,325500,799
2016,East Carolina University Alumni Association Inc,Alumni Association,Greenville,NC,Bank of America,Same,Yes,2665,61200,234
2016,Edinboro University of Pennsylvania Alumni Association,Alumni Association,Edinboro,PA,Bank of America,Same,No,807,3563.01,0
2016,Emory University,University,Atlanta,GA,Bank of America,Amended,Yes,1879,33954.54,25
2016,Florida Atlantic University Foundation Inc,Foundation,Boca Raton,FL,Bank of America,Amended,Yes,2216,0,179
2016,Florida International University Foundation Inc,Foundation,Miami,FL,Bank of America,Same,Yes,5274,63371.48,300
2016,Fordham University,University,Bronx,NY,Bank of America,Amended,Yes,4943,111125,188
2016,General Alumni Assoc of Univ of N Carolina at Chapel Hill,Alumni Association,Chapel Hill,NC,Bank of America,Same,Yes,14625,27744.36,377
2016,Georgetown University Alumni Association,Alumni Association,Washington,DC,Bank of America,Same,Yes,6921,280200,302
2016,Georgia Southern University Foundation Inc,Foundation,Statesboro,GA,Bank of America,Same,Yes,2422,44545.65,116
2016,Golden Key International Honour Society,Other,Atlanta,GA,Bank of America,Same,Yes,24283,904700,448
2016,Howard University Department of Alumni Relations,Alumni Association,Washington,DC,Bank of America,Same,Yes,815,17015.03,5
2016,Indiana University Alumni Association,Alumni Association,Bloomington,IN,Bank of America,Same,Yes,19724,331037,658
2016,Iowa State University Alumni Association,Alumni Association,Ames,IA,Bank of America,Same,Yes,11071,281100,271
2016,Johns Hopkins University,University,Baltimore,MD,Bank of America,Same,Yes,5165,160041.61,401
2016,LaSalle University Alumni Association,Alumni Association,Philadelphia,PA,Bank of America,Amended,Yes,1065,17269.48,0
2016,LSU Alumni Association,Alumni Association,Baton Rouge,LA,Bank of America,Amended,Yes,6372,305109.75,236
2016,Mississippi State University Alumni Association,Alumni Association,Mississippi State,MS,Bank of America,Same,Yes,5737,179300,270
2016,Missouri State University Foundation,Foundation,Springfield,MO,Bank of America,Amended,Yes,2250,23475.16,143
2016,New Mexico State University Alumni Association,Alumni Association,Las Cruces,NM,Bank of America,Same,Yes,1799,30870.16,1
2016,New York University Alumni Association,Alumni Association,New York,NY,Bank of America,Same,Yes,9984,216600,1101
2016,Northeastern University,University,Boston,MA,Bank of America,Same,Yes,5845,66000,1121
2016,Omicron Delta Kappa,Other,Lexington,VA,Bank of America,Same,No,848,7175.51,0
2016,Oswego Alumni Association ,Alumni Association,Oswego,NY,Bank of America,Amended,Yes,881,11828.37,6
2016,Penn State Alumni Association,Alumni Association,University Park,PA,Bank of America,Same,Yes,51864,1573800,1352
2016,Phi Theta Kappa International Honor Society,Other,Jackson,MS,Bank of America,Amended,Yes,10253,154010.11,257
2016,Saint Louis University,University,St. Louis,MO,Bank of America,Amended,Yes,2049,36239.93,26
2016,Seminole Boosters Inc,Other,Tallahassee,FL,Bank of America,Same,Yes,6650,108672.73,1038
2016,Sigma Theta Tau International Honor Society of Nursing Inc,Other,Indianapolis,IN,Bank of America,Same,Yes,3752,50774.48,114
2016,St John's University New York,University,Queens,NY,Bank of America,Amended,Yes,5915,90733.78,93
2016,Stanford Alumni Association,Alumni Association,Stanford,CA,Bank of America,Same,No,11487,0,14
2016,State University of Iowa Alumni Association,Alumni Association,Iowa City,IA,Bank of America,Amended,Yes,11254,408100,443
2016,Temple University of the Commonwealth System of Higher Education,University,Philadelphia,PA,Bank of America,Same,Yes,2015,3900,49
2016,Texas State Alumni Association,Alumni Association,San Marcos,TX,Bank of America,Amended,Yes,1728,21208.04,173
2016,The Catholic University of America,University,Washington,DC,Bank of America,Same,Yes,804,17406.54,7
2016,The College of the Holy Cross General Alumni Association,Alumni Association,Worcester,MA,Bank of America,Amended,Yes,1455,39609.75,10
2016,The Ex Students Association of The University of Texas,Alumni Association,Austin,TX,Bank of America,Same,Yes,22851,1025800,854
2016,The Foundation of the University of North Carolina at Charlotte,Foundation,Charlotte,NC,Bank of America,Same,Yes,2114,33100,206
2016,The George Washington Alumni Association,Alumni Association,Washington,DC,Bank of America,Same,Yes,2853,55000,326
2016,The Trustees of Columbia University,University,New York,NY,Bank of America,Same,Yes,7560,145099.76,645
2016,The University of Georgia Foundation,Foundation,Athens,GA,Bank of America,Same,Yes,16757,551050,703
2016,The William and Mary Alumni Association,Alumni Association,Williamsburg,VA,Bank of America,Same,Yes,3970,101700,90
2016,Trustees of the University of Pennsylvania,University,Philadelphia,PA,Bank of America,Same,Yes,8128,230200,211
2016,UB Alumni Association Inc,Alumni Association,Buffalo,NY,Bank of America,Same,Yes,2204,30607.08,253
2016,UCLA Alumni Association,Alumni Association,Los Angeles,CA,Bank of America,Amended,Yes,24144,668687.5,1418
2016,University of Arizona Alumni Association,Alumni Association,Tucson,AZ,Bank of America,Same,Yes,9580,403500,463
2016,University of California Irvine Alumni Association,Alumni Association,Irvine,CA,Bank of America,Same,Yes,3722,45000,500
2016,University of Central Florida Alumni Association,Alumni Association,Orlando,FL,Bank of America,Same,Yes,8845,175200,467
2016,University of Colorado ,University,Boulder,CO,Bank of America,Same,Yes,6183,185500,194
2016,University of Delaware Alumni Association,Alumni Association,Newark,DE,Bank of America,Same,Yes,7175,100000,202
2016,University of Houston Alumni Association,Alumni Association,Houston,TX,Bank of America,Same,Yes,2092,60300,383
2016,University of Miami,University,Coral Gables,FL,Bank of America,Amended,Yes,6436,271669.26,558
2016,University of Minnesota Alumni Association,Alumni Association,Minneapolis,MN,Bank of America,Amended,Yes,2011,478225,371
2016,University of Missouri Alumni Association,Alumni Association,Columbia,MO,Bank of America,Amended,Yes,8806,451700,374
2016,University of New Hampshire Alumni Association,Alumni Association,Durham,NH,Bank of America,Same,Yes,3732,90000,144
2016,University of New Mexico Alumni Association,Alumni Association,Albuquerque,NM,Bank of America,Same,Yes,2169,25090.03,160
2016,University of Northern Iowa Alumni Association,Alumni Association,Cedar Falls,IA,Bank of America,Same,Yes,2562,40584.65,4
2016,University of Notre Dame,University,Notre Dame,IN,Bank of America,Amended,Yes,6173,650968.33,864
2016,University of Scranton ,University,Scranton,PA,Bank of America,Same,Yes,1615,36153.09,3
2016,University of Southern California,University,Los Angeles,CA,Bank of America,Same,Yes,20706,765400,1785
2016,University of Southern Mississippi Alumni Association Inc,Alumni Association,Hattiesburg,MS,Bank of America,Same,Yes,2068,500,172
2016,University of Texas at El Paso Alumni Association,Alumni Association,El Paso,TX,Bank of America,Amended,No,1879,13463.57,1
2016,Villanova University,University,Villanova,PA,Bank of America,Same,Yes,4134,85404.61,141
2016,Wake Forest University,University,Winston Salem,NC,Bank of America,Same,Yes,2304,47889.74,87
2016,Washington State University Alumni Association,Alumni Association,Pullman,WA,Bank of America,Same,Yes,5617,131674.24,175
2016,University of Utah and CBS Collegiate Sports Properties Inc. ,"University, Other",Salt Lake City,UT,University First Federal Credit Union,Same,Yes,9626,0,5280
2016,Kentucky Christian University,University,Grayson,KY,First National Bank of Omaha,Same,Yes,20,285.29,0
2016,Yale University,University,New Haven,CT,First National Bank of Omaha,Same,Yes,6762,522851.61,175
2016,Indiana University of Pennsylvania Alumni Association,Alumni Association,Indiana,PA,First National Bank of Omaha,Same,Yes,147,488.45,4
2016,Alumni Association of the University of Mississippi,Alumni Association,University,MI,First National Bank of Omaha,Same,Yes,286,1781.53,7
2016,Northern Illinois Alumni Association,Alumni Association,DeKalb,IL,First National Bank of Omaha,Same,Yes,187,25000,132
2016,Rutgers University Foundation,Alumni Association,New Brunswick,NJ,First National Bank of Omaha,New,Yes,561,0,572
2016,Colorado State Alumni Association,Alumni Association,Ft. Collins,CO,First National Bank of Omaha,New,Yes,11,0,11
2016,University of Utah Alumni Association,Alumni Association,West Jordan,UT,Mountain America Federal Credit Union,Same,Yes,3450,80797,2037
2016,Ohio University Foundation,Foundation,Athens,OH,Comenity Capital Bank,Amended,No,143,100000,25
2016,University of Maine Alumni Association,Alumni Association,Orono,ME,University Credit Union,Same,Yes,279,5249,20
2016,Northwestern University,University,Evanston,IL,Discover Bank,Amended,No,0,57142,9
2016,University of Washington Alumni Association,Alumni Association,Seattle,WA,Boeing Employees' Credit Union,Same,Yes,17330,305000,9158
2016,University of Wisconsin-Green Bay Alumni Association,Alumni Association,Green Bay,WI,University of Wisconsin (UW) Credit Union,Same,Yes,206,5000,29
2016,University of Wisconsin Oshkosh Alumni Association,Alumni Association,Oshkosh,WI,University of Wisconsin (UW) Credit Union,Same,Yes,402,5000,79
2016,University of Wisconsin La Crosse Alumni Association,Alumni Association,La Crosse,WI,University of Wisconsin (UW) Credit Union,Same,Yes,193,10000,38
2016,Wisconsin Alumni Association (UW-Madison),Alumni Association,Madison,WI,University of Wisconsin (UW) Credit Union,Same,Yes,1980,275000,945
2016,"Falcon Sports Properties, LLC",Other,Bowling Green,OH,Farmers & Merchants State Bank,New,Yes,0,16000,0
2016,"Learfield Communications, Inc. on behalf of the University of Texas at Arlington",University,Arlington,Texas,Texas Trust Credit Union,Same,Yes,165,0,202
2016,Ivy Tech Community College Northeast,University,Fort Wayne,IN,ProFed Federal Credit Union,Same,Yes,1,270,1
2016,Bloomsburg University of Pennsylvania,University,Bloomsburg,PA,Pennsylvania State Employees Credit Union,Same,Yes,35,30,6
2016,California University of Pennsylvania,University,California,PA,Pennsylvania State Employees Credit Union,Same,Yes,18,10,2
2016,"Clarion University Foundation, Inc.",Foundation,Clarion,PA,Pennsylvania State Employees Credit Union,Same,Yes,5,10,2
2016,Community College of Philadelphia,University,Philadelphia,PA,Pennsylvania State Employees Credit Union,Same,Yes,21,80,16
2016,East Stroudsburg University of Pennsylvania,University,East Stroudsburg,PA,Pennsylvania State Employees Credit Union,Same,Yes,17,10,2
2016,Elizabethtown College,University,Elizabethtown,PA,Pennsylvania State Employees Credit Union,Same,Yes,2,10,2
2016,Harrisburg Area Community College - Harrisburg Campus,University,Harrisburg,PA,Pennsylvania State Employees Credit Union,Same,Yes,15,55,11
2016,Harrisburg Area Community College - Lancaster Campus,University,Lancaster,PA,Pennsylvania State Employees Credit Union,Same,Yes,2,5,1
2016,Harrisburg Area Community College - York Campus,University,York,PA,Pennsylvania State Employees Credit Union,Same,Yes,8,45,9
2016,Kutztown University Foundation Inc.,Foundation,Kutztown,PA,Pennsylvania State Employees Credit Union,Same,Yes,183,2000,40
2016,Kutztown University of Pennsylvania,University,Kutztown,PA,Pennsylvania State Employees Credit Union,Same,Yes,34,50,10
2016,Millersville University of Pennsylvania,University,Millersville,PA,Pennsylvania State Employees Credit Union,Same,Yes,32,80,16
2016,Millersville University Alumni Association,Alumni Association,Millersville,PA,Pennsylvania State Employees Credit Union,Same,Yes,368,3250,65
2016,Northampton Community College,University,Bethlehem ,PA,Pennsylvania State Employees Credit Union,Same,Yes,14,30,6
2016,Northampton Community College Monroe Campus,University,Tannersville,PA,Pennsylvania State Employees Credit Union,Same,Yes,1,5,1
2016,Reading Area Community College,University,Reading,PA,Pennsylvania State Employees Credit Union,Same,Yes,11,20,4
2016,"Shippensburg University Student Services, Inc.",Other,Shippensburg,PA,Pennsylvania State Employees Credit Union,Same,Yes,6,10,2
2016,Susquehanna University,University,Selinsgrove,PA,Pennsylvania State Employees Credit Union,Same,Yes,12,5,1
2016,Ball State University Alumni Association,Alumni Association,Muncie,IN,U.S. Bank National Association ND,Same,Yes,318,13741,7
2016,Bethel College Alumni Association,Alumni Association,North Newton,KS,U.S. Bank National Association ND,Same,Yes,399,10088,3
2016,Butler Community College Foundation,Foundation,El Dorado,KS,U.S. Bank National Association ND,Same,Yes,317,17900,6
2016,Emporia State University Alumni Association,Alumni Association,Emporia,KS,U.S. Bank National Association ND,Same,Yes,661,15000,5
2016,Fort Hays State University Alumni Association,Alumni Association,Hays,KS,U.S. Bank National Association ND,Same,Yes,622,20637,8
2016,Kansas State University Alumni Association,Alumni Association,Manhattan,KS,U.S. Bank National Association ND,Same,Yes,9786,891102,75
2016,The Kansas University Alumni Association,Alumni Association,Lawrence,KS,U.S. Bank National Association ND,Same,Yes,8744,930645,85
2016,"Pittsburg State Univesity Alumni Association, Inc. ",Alumni Association,Pittsburg,KS,U.S. Bank National Association ND,Same,Yes,397,16429,6
2016,Washburn University ,University,Topeka,KS,U.S. Bank National Association ND,Same,Yes,304,8000,5
2016,"Wichita State University Alumni Association, Inc. ",Alumni Association,Wichita,KS,U.S. Bank National Association ND,Same,Yes,3344,210669,95
2016,Bemidji State University Alumni Association ,Alumni Association,Bemidji,MN,U.S. Bank National Association ND,Same,Yes,228,4146.41,7
2016,Bridgewater State College Alumni Association,Alumni Association,Bridgewater,MA,U.S. Bank National Association ND,Same,Yes,419,0,0
2016,Delta Delta Delta,Other,Arlington,TX,U.S. Bank National Association ND,Same,Yes,714,10181.09,0
2016,Delta Sigma Pi,Other,Oxford,OH,U.S. Bank National Association ND,Same,Yes,548,15879.31,8
2016,Jacksonville State University Alumni Association ,Alumni Association,Jacksonville,AL,U.S. Bank National Association ND,Same,Yes,494,4440.84,19
2016,Northwest Missouri State University Alumni Association,Alumni Association,Maryville,MO,U.S. Bank National Association ND,Same,Yes,285,5086.62,18
2016,Rensselaer Polytechnic Institute Alumni Association,Alumni Association,Troy,NY,U.S. Bank National Association ND,Same,No,601,6358.25,0
2016,Sigma Chi,Other,Evanston,IL,U.S. Bank National Association ND,Same,Yes,962,14861.87,13
2016,South Dakota State University Alumni Association ,Alumni Association,Brookings,SD,U.S. Bank National Association ND,Same,Yes,547,0,11
2016,The Citadel Alumni Association,Alumni Association,Charleston,SC,U.S. Bank National Association ND,Same,Yes,335,0,7
2016,The College of New Jersey Alumni Association,Alumni Association,Ewing,NJ,U.S. Bank National Association ND,Same,Yes,505,2935.08,1
2016,University of Massachusetts Lowell,University,Lowell,MA,U.S. Bank National Association ND,Same,No,684,0,0
2016,University Louisiana Lafayette Alumni Association,Alumni Association,Lafayette,LA,U.S. Bank National Association ND,Same,Yes,1201,35882.34,32
2016,University of Alabama at Birmingham National Alumni Society,Alumni Association,Birmingham,AL,U.S. Bank National Association ND,Same,Yes,482,0,4
2016,University of North Alabama Alumni Association,Alumni Association,Florence,AL,U.S. Bank National Association ND,Same,Yes,297,3991.35,12
2016,University of North Dakota Alumni Association ,Alumni Association,Grand Forks,ND,U.S. Bank National Association ND,Same,Yes,1365,30656.64,49
2016,University of Wisconsin Eau Claire Foundation,Foundation,Eau Claire,WI,U.S. Bank National Association ND,Same,Yes,473,18691.02,13
2016,University of Wisconsin Milwaukee Alumni Association ,Alumni Association,Milwaukee,WI,U.S. Bank National Association ND,Same,Yes,805,4541.07,1
2016,University of Wisconsin Stevens Point Alumni Association,Alumni Association,Stevens Point,WI,U.S. Bank National Association ND,Same,Yes,356,0,11
